0	7.318611
1	5.254317
2	4.229123
3	4.030041
4	3.778034
5	4.083951
6	4.155943
7	4.241706
8	4.513246
9	4.486854
10	3.015674
11	3.095479
12	3.224663
13	3.196646
14	2.709738
15	2.618014
16	2.715235
17	2.701930
18	2.373099
19	2.390327
20	2.420637
21	2.416583
22	1.959258
23	2.251625
24	2.282732
25	2.100388
26	1.978283
27	2.006334
28	1.766412
29	1.755685
30	1.603266
31	1.417322
32	1.404799
33	1.381508
34	1.374944
35	1.340790
36	1.345880
37	1.319727
38	1.280619
39	1.259063
40	1.229490
41	1.219479
42	1.210893
43	1.201695
44	1.196013
45	1.194406
46	1.194304
47	1.178473
48	1.173887
49	1.173481
50	1.178592
51	1.167449
52	1.170986
53	1.170221
54	1.168435
55	1.160227
56	1.156043
57	1.154434
58	1.153536
59	1.150943
60	1.150510
61	1.147822
62	1.154658
63	1.142500
64	1.141418
65	1.135935
66	1.135382
67	1.134321
68	1.134285
69	1.125543
70	1.130736
71	1.126468
72	1.145047
73	1.131449
74	1.134307
75	1.140285
76	1.140766
77	1.133904
78	1.135435
79	1.128928
80	1.133414
81	1.133396
82	1.128837
83	1.133139
84	1.131842
85	1.123000
86	1.122426
87	1.123051
88	1.118948
89	1.117791
90	1.122029
91	1.126084
92	1.133705
93	1.131785
94	1.128875
95	1.126686
96	1.128031
97	1.130199
98	1.140440
99	1.129847
100	1.137683
101	1.139244
102	1.128655
103	1.133389
104	1.121202
105	1.147475
106	1.131375
107	1.127910
108	1.123564
109	1.118669
110	1.121720
111	1.120423
112	1.115776
113	1.125045
114	1.128082
115	1.126273
116	1.122627
117	1.126780
118	1.119816
119	1.125813
