0	2.607195
1	1.631530
2	1.354163
3	1.121340
4	0.989367
5	0.857854
6	0.765784
7	0.677727
8	0.583662
9	0.540086
10	0.489057
11	0.446650
12	0.425062
13	0.403211
14	0.393067
15	0.371425
16	0.348158
17	0.343386
18	0.340714
19	0.302687
20	0.306483
21	0.305762
22	0.279654
23	0.263542
24	0.256487
25	0.261247
26	0.242680
27	0.224802
28	0.221820
29	0.216277
30	0.206025
31	0.196825
32	0.190373
33	0.178450
34	0.167201
35	0.158873
36	0.154265
37	0.143891
38	0.142868
39	0.158616
40	0.141810
41	0.132325
42	0.114571
43	0.107523
44	0.110713
45	0.099961
46	0.108248
47	0.091516
48	0.096542
49	0.101933
50	0.084460
51	0.084309
52	0.084351
53	0.076754
54	0.074071
55	0.073920
56	0.073472
57	0.067639
58	0.064450
59	0.060159
60	0.060106
61	0.056396
62	0.059324
63	0.059302
64	0.056642
65	0.057370
66	0.051547
67	0.055507
68	0.045399
69	0.054324
70	0.051192
71	0.048423
72	0.047744
73	0.046389
74	0.043713
75	0.043507
76	0.037579
77	0.036251
78	0.037047
79	0.036189
80	0.035370
81	0.033768
82	0.034400
83	0.033196
84	0.031972
85	0.029186
86	0.027718
87	0.029399
88	0.033243
89	0.040642
90	0.033279
91	0.029582
92	0.027671
93	0.025434
94	0.024358
95	0.026370
96	0.030894
97	0.023226
98	0.022666
99	0.022117
100	0.028828
101	0.022733
102	0.022423
103	0.022910
104	0.023617
105	0.022122
106	0.020795
107	0.027132
108	0.024227
109	0.019130
110	0.024328
111	0.022741
112	0.018535
113	0.016752
114	0.018983
115	0.015778
116	0.017307
117	0.015214
118	0.019465
119	0.014374
